content,windows
here's the iso name: ubuntu-10.04-desktop-i386.iso,-1
": i want to browse internet, do wok on word documents thats all",-1
"the question you need to resolve is whether or not your mobo is truely 64bit, me thinks. if so, then you can certainly give the 64bit sw a shot.",-1
"http://neosmart.net/forums/showthread.php?t=5004 <-- may help, remember - it's your data...",-1
that's all you had to say :) and it's a (what kind of) processor?,-1
if you already know the answer then why pick on arand?,-1
what do you intend to do with the box?,-1
did you burn the iso's yourself? is your cdrom set as the first boot device?,-1
then you don't want server (no gui),-1
huh? can't boot?,-1
try running it from a terminal.. see if it tells you why it's crashing,-1
it doesn't really tell me what is wrong.. but there are smarter people out there,-1
hmm.. i don't think i'll be able to help you much further.. it might just be a bug that might be fixed in future releases,-1
compile from source? the entire system? why do that?,-1
: i get this error i described earlier when i select tools ---> option menu,-1
": i got this error msg ""x-error: badalloc (insufficient resources for operation) major opcode: 53 (x_createpixmap) resource id:  0x40004d2 serial no:    7106 (7106) these errors are reported asynchronously, set environment variable sal_synchronize to 1 to help debugging """,-1
tried googling for that error message?,-1
: if you are a pro in x i thing u can get this fixed,-1
: googling got me several different links which basically describes this error and no solution,-1
open office 3.2 is crashing on karmic 9.10 why?,-1
: bcos i had few problems while installing on latitude,-1
i had trouble with 10.10,-1
if going from 10.04 - 11.04,-1
on a lenovo,-1
: search for ramsrambo in ubuntu forums under dell,-1
hey guys ..,-1
any1 tried 11.04 on a thinkpad?,-1
had a question ..,-1
is 11.04 a lts ?,-1
i was therefore wondering if i am doing something wrong.,-1
"512 is rather limited, check the logs for oom",-1
i have 512 mb ram. it should be more than enough for the program (a call of duty 4 server),-1
are you short on ram?,-1
"i am trying to run a program in the terminal and keep getting a ""killed"" message back. i'm relatively new to linux in general, so please bear with me :-)",-1
and top for free ram,-1
i don't think so.. just a sec,-1
"it seems that the ""problems"" have disappeared.. now, when i run the server, it runs fine.. weird thing.. i must have done something differently somehow :-) thank you for your help!",-1
"okay, its a virtual machine, so i can add more ram on the fly - more or less..",-1
"if ram is limited and your program uses lots of it, it's probably oom killer, check the logs, but i don't know which one. probably /var/log/messages",-1
and their idle time,-1
does w -u show anything different?,-1
"hi. i have a user logged in to ubuntu 12.04 but when i do ""w"" or ""who"" as root i get just, me, root",-1
i am sshing in as root. they're just regular users,-1
are they running a root shell?,-1
try ps aux | grep user,-1
it works with ps but not with w,-1
how can i see al logged in users then?,-1
"i'm on ubuntu 10.04, where can i put a simple script that will run at boot up, how can i do that ?",-1
it let you run job/commands on time basis,-1
how can i do that ?,-1
i prefer cron,-1
"i'm on ubuntu 10.04, where can i put a simple script that will run at boot up",-1
"well, i need that the scrip runs before loggin in",-1
what is cron ?,-1
can you upload output of sudo lshw-gtk,-1
okay...thank you..,-1
"np, good luck with resolving your issue",-1
my acer extensa laptop's inbuilt microphone is not working on ubuntu 8.04. help!,-1
"the link doesn't work, can you try the paste service at ubuntu.com ?",-1
afraid not can you post the question at ubuntuforums.org,-1
"afraid not, can you use the paste.ubuntu.com service instead?",-1
did u find anything?,-1
marginoferror-- i dint try,-1
my laptop's inbuilt microphone is not working on ubuntu 8.04,-1
so does pm-hibernate not hibernate your computer?,-1
is there a runlevel for hibernate?,-1
mine is  set to 'kernel' i ?,-1
how are you determining that?,-1
not sure what you are referring to now,-1
"you probably are, try and see",-1
"no, use pm-* for that stuff",-1
"there are a bunch of commands, like pm-hibernate that are part of the pm-utils package.  why do you want this?",-1
read /usr/share/doc/pm-utils/readme,-1
how do i determine is i am using pm=utils?,-1
"mozilla: right click on desktop, and select ""change desktop background"", and then themre tab",-1
"mozillagueirill: the, select your theme from there",-1
"mozilla: you new to select it,",-1
"did you select ""theme"" tab there?",-1
"hello naresh,",-1
"mozillagueirill: right click on desktop, and select ""change desktop background"", and then themre tab",-1
from india?,-1
"kolkata, the eastern megacity of india",-1
all i get is a new background image?,-1
"i can't hibernate when vmware is running, anyone else have this problem?",-1
sounds like a horrible thing to want to attempt.,-1
i wouldn't try that. taht still seems crazy to me.,-1
type /msg thiefy and then type your message here.,-1
i would 'pause' the virt machine when you want to hibernate the host.,-1
i don't think i'd want to do taht.,-1
"is supporting, not questioning",-1
virtually hibernate a virtual system... that is nuts.,-1
http://kb.mozillazine.org/browser.backspace_action,-1
"do i enter the commands to alter what backspace does in a command prompt or? sorry, very new to nix",-1
it kicks the shit outta suse i tried years ago,-1
thanks kindof,-1
"oh and as an aside...ubuntu kicks ass, as well as the support here. i cant wait to try the htpc version..",-1
did that link help you?,-1
can anyone tell me how to make my backspace button go to the previous page in firefox? yeah its a habit i could do rid of but im kind of used to it now..,-1
"no, type in about:config into the url bar in firfox and then that string into the search box and it will come up, then change the value",-1
"np, you a spreadhead by any chance?",-1
"yup that worked, thanks bro/broette",-1
"i mean i installed gcc,now from terminal i wiould like to check that whether i have gcc installed on my machine",-1
how can i do this?,-1
ok thank you,-1
how can i check that one program is installed in my ubuntu??,-1
in general you can do « apt-cache policy packagename » that will tell you if it is installed what version is installed aviable etc ...,-1
gcc --version,-1
"for instance: echo ""exec xclock"" > /usr/local/bin/myxsession; chmod +x /usr/local/bin/myxsession",-1
"i don't have lightdm, but i'm pretty sure the sessions are .desktop files somewhere in /usr/share",-1
startx will look in ~/.xinitrc if you have a login manager you don't need startx,-1
copy the gnome one or another one to custom.desktop and create a script for whatever you want to load,-1
/usr/share/xsessions,-1
"would i just create a new one with ""exec=startx"" ?",-1
"in 12.04, how do i get the login to work according to my .xsession? i remember in an older version an xession option appeared in the possible logins, but it doesn't seem to be coming up for me",-1
"startx will by default look in my .xession and do what it says though, right? (it's been a while since i've messed around with x)",-1
try .xsession,-1
"for instance: and change ""gnome-session"" in the custom.desktop to myxsession",-1
still here?,-1
you need to flag the file as exectuable.  chmod +u myfile,-1
google shebang lines.  put a line like this at the top of the script:   #!/usr/bin/env bash,-1
"did, still nothing.",-1
"run this fragment, be sure to replace myscript with your actual file name, and be wary of myscript.new which is supposed to look like that",-1
"silly question, i'm using ubuntu with gnome, and i want to create a shortcut to a .sh script, so it will open up the program. just adding the .sh script as the command isnt working.",-1
echo '#!/bin/bash' | cat - myscript.sh > myscript.new.sh ; chmod u+x myscript.new.sh ; mv myscript.new.sh myscript.sh,-1
didnt work :(,-1
"also google ""shebang""",-1
"after that, creating a shortcut in nautilus will launch it",-1
i wonder if you could execute xterm with a command..,-1
"but i don't have any ruby installed from apt-get, i use a ruby version manager that lies in my home directory, so its only available to my user when i run the terminal.",-1
"hey, newbie linux question... is there a way to execute some command like its been executed from terminal?",-1
"if you need the shell to remain open use, xterm -e ""<command>; bash<or preferred shell>""",-1
"i'm trying to set up, ruby to execute from gedit, i've installed the external tools plugin so i can call stuff outside.",-1
"yeah, try xterm -e <command> a shell will flash, and execute the command :)",-1
"i mean, run a command :)",-1
"yea something like that, but verbose..",-1
"do you mean within gnome, by pressing alt+f2 ?",-1
so it would have to be something that calls the terminal and them ruby a command in that terminal.,-1
but is that valid to gnome?,-1
"if it is, i don't know why it would not work.",-1
"it doesn't? heheh, just type -> set",-1
"in *nix, you can usually just do a -> set; and that shows the environment variables",-1
good from any terminal/console session :),-1
!il | rodensky,-1
i got a link in the panel as... /home/rgoytacaz/progs/rubymine/bin/./rubymine.sh,-1
is there a reason for this to not work?,-1
"i'd say, no :)",-1
didnt say it was,-1
ubuntu leaves out a lot of things though to keep things simple,-1
rip linux has foremost i believe,-1
"you're not typing my name right, so im not getting highlighted actionparsnip",-1
there are other live-cd special for forensic/data-recovery,-1
!ot | rooftopjoe,-1
hay alguno espanol,-1
fuy8tr8ty6r,-1
dont be stubborn lol go join #ubuntu-es :),-1
topotamadre,-1
i couldn't tell you. i just do ubuntu straight up. i never used nbr on my mobiles. i used karmic desktop on my old lappy and it ran fine.,-1
you can do it; we believe in you.,-1
"wowsers, i am kinda hesitant to go k, it is a desktop, i am simply testing it, am also running other *nix systems, what if i chose a lighter desktop, lxde. openbox, jwm?",-1
"back., all fixed",-1
i've only got a gig of ddr3 ram in this netbook and i'm currently using 97% ram and 17% on swap just to put it in perspective for you.,-1
"okee dokee, thank you, i will look into that now, hopefully i can just transition it, rather than a download, install....",-1
ooooooh >.< yeah you're going to run slow. try karmic or lower. karmic ran nearly perfect on the old laptop i used to use before upgrading.,-1
seems so simple,-1
lol ill give it a try,-1
im super new btw lol,-1
i've only been doing this for a couple of years and i'm still learning new stuff every day.,-1
"yeah, well when you launch the prog and it goes to the launcher just right click on it and tell it to stay in launcher.",-1
i like it so far.,-1
i guess it would be called the launcher,-1
"so how do i add something to the ""task bar""?",-1
anyone know how to put something inthe launcher that i've already dl'ed?,-1
forgot to ask; you're using natty yeah?,-1
"i don't know either. all i know is that i can't use aim anymore, it just stopped working yesterday when i signed in.",-1
i've seen some manual patches available on the net - not worth the effort in my opinion...,-1
that space between the notification area and corner is normal in karmic (and lucid as well i'm affraid),-1
a few minutes ago someone complained about the same thing,-1
"so, i can't use aim on empathy anymore?",-1
"as a ""work-around"" you could setup mac filtering on your router, if all encryption schemes fail",-1
am i the only one who is having problems with empathy connecting to aim as of yesterday?,-1
http://www.linuxtoday.com/news_story.php3?ltsn=2010-04-07-025-35-os-nt&utm_source=feedburner&utm_medium=feed&utm_campaign=feed%253a+linuxtoday%252flinux+%2528linux+today%2529,-1
some linux wireless drivers don't support encryption,-1
i'm really not sure what the implications are to current programs?  i don't use aim myself.,-1
i burned the iso to disc succesfully,-1
hoping you could guide me the last few steps/,-1
"alright, i return one more time to try and do this, eric.",-1
is evil eric still here?,-1
"i haven't used ubuntu in a while, but what other options at log in?",-1
"and i came back because, frankly, i absolutely paranoid i might screw up at this point.",-1
ctrl alt f1,-1
what are you installing?,-1
"when you get to that screen try ctrl+alt+f1, that will take you to a terminal then try typing startx",-1
what desktop environment did you install?,-1
whatever....,-1
"thats the 'hud' the myunity, or ubuntu-tweak tools have a toogle button for it.. but i like the hud. :)",-1
"with it you can access the programs menu items, without neeidng the mouse easially. it even shows system wide menus and other idems. theres a site that details huds features. i think it was the webupd8 blog site.",-1
you got your answer.. and now you want to argue..,-1
ok thanks for your help!,-1
"for example you want  the 'monitors' setting tool..  hit alt, enter 'mon' it should show up",-1
does that mean i have to install a *tool* to change that setting?,-1
myunity is in the repos. ubuntu-tweak is not.,-1
"quick question, what do you use the hud for?",-1
"i m using ubuntu9.10 , i want to know which kde version suits it?",-1
how much space it requires?,-1
4.4.1 is stable,-1
yes hdspace,-1
my download speed is 10kbps. would it be a problem?,-1
yes i have gnome ..but loves kde :-),-1
how much memory it takes?,-1
i am using kubuntu 4.4.1 and its fine,-1
"hello, i have around 13gb free ram and 3,5gb used swap. how can i move it from swap to ram (as ram is faster)?",-1
echo 10 | sudo tee /proc/sys/vm/swappiness,-1
"however remember that is temporary, since after the reboot, the value stored in /etc/sysctl.conf will take effect",-1
"i know, i also added it in /etc/sysctl.conf (for when i reboot it)",-1
you re asking for swappiness,-1
is there also an option to change it without doing a reboot?,-1
correction: sudo echo vm.swappiness=10 > /etc/sysctl.conf,-1
"thank you, looking for how it will work in a few hours",-1
run that command,-1
do this: sudo vm.swappiness=10 > /etc/sysctl.conf,-1
"my x server doesn't start, using gdm, today was perfectly working",-1
"well, i was going to suggest that you have nothing to lose by reinstalling gdm and x11....",-1
"those are memory type range registers. that's a bad sign, some kind of hardware failure is my first guess...",-1
forgive my incredulity. x servers don't often commit spontaneous suicide. even the new gdm isn't *that* bad...,-1
can you bring up a plain old login shell?,-1
"that's the amazing part, i didn't fiddled with xorg.conf, nothing, no change of hardware even",-1
nothing really,-1
i am actually irc'ing from a tty since the loss of my dear x,-1
you changed something. gonna tell us what?,-1
"ok, check the link ubottu gave you :)",-1
you can check out #supybot,-1
if you read that link you will find how to do it,-1
you can do !learn <factoid> as <text here>,-1
how to add factoids into it ? i mean when you say something it reply something,-1
"in the usage info, read that link",-1
i cant find any documentation :x,-1
well but there is no guide for how to set it :(,-1
for instance a core to duo model number is e7400 for example. are you trying to find out what is in your machine,-1
"what is the model number of the processor you are after, also alot of modern day processors can run 32 bit or 64 bit.",-1
this is my laptop: http://support.gateway.com/s/mobile/2007/oasissr/1014889r/1014889rsp2.shtml,-1
for a intel xeon 2.80ghz 1.5gb's ram should i download 64 or 32 bits?,-1
how do i get that,-1
http://processorfinder.intel.com/details.aspx?sspec=sla9s and to answer your question it is 64bit,-1
do you have the model of the processor. i can find that out quickly for ya if you do,-1
intel® core™ 2 duo processor t5250<------ t5250 is the model,-1
i told you above,-1
"ok found one, what about this one? intel® centrino® duo mobile technology",-1
"not sure on your specific router, but normally it is in the config settings someone. ( around 192.168.1.1 or so )",-1
does any of the output information of the ifconfig command could help me?,-1
"no, but go to the bar at the top and right click on your internet connection ( wired or wireless ) and hit connection information, under defaultroute it should list your router ip.",-1
"okay, then go there in a browser and look for static ip, from there it should be explanatory, if not, tell me our question.",-1
"switch10_ way of doing it is simpler, but this is a better overall way with less possible screw ups. you choose which way you want.",-1
hey there everyone,-1
on predefined route i've got 192.168.1.1,-1
maybe somebody here knows how to get my kouzumi router assigning the same ip to a given mac address each time that mac address is trying to get online,-1
im talking about i7 and ubuntu specifically,-1
"looking at it, i don't really see anything else than some reports that certain motherboards don't work well with kernels older than 2.6.27 or so...",-1
does anyone here know about i7 compatibility with ubuntu?,-1
"well, for one thing, turbo boost doesnt work",-1
"""i7 incompatibility""? i've seen multiple machines with linux and i7?",-1
i've googled this and it seems there are endless problems,-1
"google ""i7 ubuntu compatible""",-1
"phoronix has had i7 benchmarks for quite a while, and there's raid compatibility -- which is something completely different from the actual cpu... i can't really see anything problematic from the google searches :3",-1
"wait... wasn't the ""turbo boost"" a bios feature?",-1
but there are no effect...,-1
desktop effect like compiz?,-1
go to system-preferences-appearance.,-1
"yes, i can do this, without any problems",-1
"if you can enable desktop effects, it's installed correctly.",-1
"if that works, then you have drivers.",-1
how do i see if my graphic card is installed ok. i just installed ubuntu 9.10 and i have an intel gm965/gl960,-1
"ok, now they are... sory...",-1
"then show visual effects and choose ""normal"" or ""extra"".",-1
you then have drivers installed. :),-1
check out this link http://6v8.gamboni.org/mass-renaming-with-linux-shell.html,-1
can someone help me what with my sed script please? http://paste.ubuntu.com/477033/,-1
"echo file.txt.svn-base | sed -e ""s/.svn-base//""",-1
"no prob, you were making it way too hard",-1
is there any way to extend my sed script (http://paste.ubuntu.com/477033/) so that it writes the mv command: like mv oldname.txt.base newname.txt?,-1
read up on the find command and it's -exec option,-1
"i did, i couldn't get it to work because i tried subshell and the {} didn't expand",-1
"that is what i am trying to do, but it doesn't work. that script looks almost exactly like mine, which is why i'm confused as to why it isn't working",-1
thank you my good man,-1
that link i posted shows how to mass rename files in one line,-1
", bastid_razor : which does the trick i found apache2",-1
", bastid_razor :  thanks :)",-1
did u already install php or did u install lamp?,-1
i didnt install the system. server its exceuting phps trhoguht the website but not cli.,-1
i know there is a service apache2 how do i find whre is it installed,-1
how do i find where is apache installed?,-1
u can do like bastic_razor said and you can also run 'sudo dpkg -l apache2',-1
u want to find out where apache2 installs the config files or ?,-1
but logs dont take much cpu just keep track of your ram usage and the apps that consume a lot of ram also you may want to look into apparmor and apparmor-profiles,-1
"or like ""this process was being a jerk for the last 35 minutes""",-1
hmmm.. maybe and compiz never used it metacity composite is more than enough for me,-1
you can try the logs found in /var/log other than that don't know how to help you,-1
yes and please use the person name you're directing your question unless you're asking in general,-1
"is there any log containing like, cpu usage over time or something",-1
"there's uh, 101 items in there. hint?",-1
"you may want to try running the apps you had running and keep tag of them through top, tail and the essential logs in my opinion are syslog, message, dmesg, kernel and debug",-1
"okay my computer was just frozen (slow to the point of unusable) for like half an hour, i had to manually reset. oh, and the keyboard died. is there any way to see what happened? like what process(es) were using up all the cpu?",-1
gtk3 no have transparency ?,-1
if the screenshot has such a theme surely it exists already?,-1
please help me,-1
i made the image,-1
how do i make a theme like this? http://imageshack.us/photo/my-images/217/capturadetelaem20111115.png/  (which is just an image in gimp made ​​by me),-1
could you not just mod a gtk theme to get that color scheme then use xcompmgr or compix to get the transparency?,-1
ok guy... no problem... thank you.,-1
it's grub2 already,-1
can anyone help me? my birghtness is locked to max and i can't reduce it on my lapto,-1
how do i highlight the person i am responding to?,-1
thats grub2,-1
try baz not bah,-1
dont worry about that 1.99 = grub2,-1
"tab complete their nick: type three letters, then hit the tab key",-1
does anybody know how to set up a logitech quickcam messenger?,-1
have you followed the link give by ubottu?,-1
install cheese web cam booth and in most case yout web cam wll automatically detected,-1
i dont have that much technical knowledge. ask someone else :-(,-1
you have cheese web cam booth?,-1
i think it's a problem of my system.. see the error: http://pastebin.com/geeqxjfy,-1
read that msg by ubottu,-1
"nope cheese didn't find my webcam.. it couldn't cause the driver isn't installed, and the driver setup shows me this strange error: [!] kernel compiler and gcc seem to be different versions.",-1
lol well i used this tutorial to install the cam: http://ubuntuforums.org/showthread.php?p=1184619,-1
see if this helps: http://ubuntulinuxhelp.com/linux-driver-for-quickcam-usb-cameras-logitech-quickcam-fusion/,-1
the vga= syntax is no longer useed with grub2 - you can set diffrent modes vy editing /etc/default/grub and reruning update-grub,-1
heres what i use --> http://paste.ubuntu.com/472904/,-1
"anybody knows how can i set ""safe graphics mode"" ( vesa ) on ubuntu 10.04? i try with vga=771 but doesn't work.",-1
i will search something about grub2,-1
ive seen bash commands to send a message to the  notify thing,-1
"actually, my problem is to find the function name...",-1
i just use this alias/command i found to do it in my own scripts,-1
but i'm using a live cd :x i cannot edit the grub configuration file,-1
live cd issnet using grub anyway i belive.,-1
"yes, it is.. just tap any key when starting that you will see",-1
and you said that cache was not responsible for the usage?,-1
"once you install htop, sort by memory used (f6 then use the arrow keys to select mem)",-1
"i need to get some sleep now so i am outta here.  you may want to install atop, and then check with it peridically.  it actually runs in the backround and so can track these things.  use the ""m"" key to get memory info.  ""h"" brings up the help screen.",-1
you ssaid you had a momory leak?,-1
"i see cache usage separately, now sistem is using 36% for programs and 44% as cache",-1
"so, does this go up over time?",-1
"ok, thank you for help anyway",-1
what is the top user of memory?,-1
"also, there is a tiny slice used as buffer, probably is there from last time i used amule",-1
"install htop, then sort by memory usage.  it is a command line program",-1
also sensors-applet and lm-sensors,-1
: thanks a bunch dude ;),-1
": thanks, going to have a look",-1
have you looked in the package manager?,-1
i remember seeing a program like that. . . you can search for cpu or another keyword,-1
there's a package called computertemp for cpu and disk. . . don't know about gpu and mobo tho,-1
: which package should i search for?,-1
"hi is there any way to monitor cpu, gpu and mobo temperatures in linux?",-1
"hold on, i'll see if i can find it",-1
iv'e had this happen with other applications.  looks like it's a feature of newer kernels.,-1
what filesystem type?,-1
you could just ignore then or reboot.,-1
can't kill the mounts,-1
"it could, but if these mounts are truly hung then they should not recover.",-1
"you should know if you are trying to mount it, but file -s",-1
kill off all your hung mounts and fsck.ext4,-1
"i'm trying to mount my file system on a livecd, and i'm doing `sudo mount -r /dev/sda1 /mnt/disk` and it's hanging. any ideas?",-1
it's ext4. i tried re-mounting with -t ext4 and it still hangs.,-1
provide updates and result the system to be unstable? (without proper testing),-1
isn't that what individual applications do? (firefox/etc),-1
wtf is not allowed? what the freak,-1
"is it that hard to write an updater that says, ""am i in a debian based environment? rpm based?"" and then grab the appropriate upgrade binaries and install them? :(",-1
!language | linagee,-1
because it was released when that *outdated* version was there,-1
why doesn't the firefox updater work then? :(,-1
i read there are plans to backport firefox 3.6 for karmic and even back users,-1
https://blueprints.launchpad.net/ubuntu/+spec/desktop-lucid-new-firefox-support-model/,-1
how do i have desktop widgets in ubuntu,-1
you might have to do gdesklets-data too,-1
try in stalling it from the ubunut software center,-1
one sec let me look it up,-1
sudo apt-get install gdesklets,-1
"try this, then try installing gdesklets again:  sudo dpkg --configure -a",-1
glad to hear : ),-1
you can call the shutdown from the gui or from the cli so i guess a init-script is not bad. also you want to execute a script after the shutdown is started i guess,-1
"to make it clear, i have a shitty netbook and i have a bash script to untar/tar firefox' profile folder on boot/shutdown, having mounted the profile folder with tmpfs",-1
"ah ok, you mean graphical logout",-1
could you point me to where i can find info on ubuntu runlevel stuff and boot/shutdown process? ubuntu wiki maybe?,-1
"that's a bit overkill for me, i was hoping for something like /etc/gdm/postsession/ . which only works on logout, btw.",-1
"i would use a init-script starting with k (k = kill, there are also init-scripts starting with s which means start) you will find them in /etc/rcx.d/  (x=runlevel)",-1
hey guys. does anyone know how to run a bash script on shutdown?,-1
those are the scripts that run during the boot/shutdown process that dump text to the screen?,-1
"no no, i meant shutdown. i was just giving an example of something simpler",-1
if you get a virus i'll give you a cookie,-1
"ps aux | grep chrome | cut -d"" "" -f 5 | xargs kill",-1
you didn't answer my question,-1
killall google-chrome instead of just chrome,-1
anyone from spain out there?,-1
what does it do.,-1
are there ubuntu virus?,-1
shh. you only have to say it once. calm down :),-1
what exactly happens when you click the x button in the corner,-1
are you sure it's.. running?,-1
can you ctrl alt f2 and use terminal or is it completely hung?,-1
"hi, can somebody help me? i'm in the process of upgrading to 12.04, but it's been stuck at the installation phase for over a day now. would it be a bad idea to cancel the upgrade at this point?",-1
i can't access terminal,-1
"i believe you will have to interrupt it, regardless at this point. i would also backup my /home dir if it is not on another partition already.",-1
"whoops, forgot to include your name. it's stuck on ""preparing libc6""",-1
"what jordan_u said. i was going to tell you to ps aux | grep dpkg     there will probably be a process with a long string of stuff in it. killing that process may stop the hang and continue the upgrade. once it is finished you may have other steps to take, and another apt-get upgrade would probably be a good idea.",-1
what's that?,-1
what is it stuck on?,-1
thats kinda bad... can you ssh?,-1
and jordan_u: thanks,-1
does the gfxcard have a sound chip for that?,-1
ls /dev/sd*  the external harddrive is probably the one with the highest character after sd ... and probably only has a 1 after it .. unles you created several partitions on it .. in which case is sdx1  sdx2 etc.,-1
here is my lspci http://pastebin.com/09rsvb7c,-1
tel lyou what? which ones your harddrive?,-1
well .. to be honest i cant see that url :p,-1
"to be honest, i have no idea why the other work, it was a good thing since hdmi input on tv doesn't have separate sound  :d",-1
"i am using a xfx nvidia 8500gt with dvi out.  i have a cable that is dvi-hdmi.  i installed the nvdia 185 driver.  on my other computer i got hdmi sound, but this one is not working.  the other one just worked but not this one.  i think just simple missing...can someone help me?",-1
im not sure but i think the gfx card need sto have soem specific sound stuff.,-1
"yes .. because for somet reason what i select with the mouse .. isnt put in the ""third mouse button"" pastestuff ... the ctrl+c/ctrl+v paste stuff puts itself in both ones :p",-1
talk spanish?,-1
si no que no encontraba a nadie,-1
qe habla español,-1
nadie habla español?,-1
yo habla un poquito de espanol,-1
you can always tar/7zip,-1
stop please,-1
synaptic-package-manager gets up it melodie's face - your forgot me?,-1
!here | anyoneofus,-1
"had that thought before you - but yes, sir :)",-1
"i love 7zip  - it's a good compression algorithm, but my mates moan that it can't store who owns the files and/ord directories - and they have a point.",-1
what was your problem?,-1
"i am on karmic, i havent done a distro update",-1
what kind of problems ?,-1
use pastebin,-1
"if u have karmic, you should downgrade to carmic.",-1
do you have nvidia-kernel-sourcers installed ?,-1
jrib i upgraded my repos to lucid and installed drivers,-1
hi there! i am having a major problem while installing nvidia drivers. can someone help me plz?,-1
thx for rersponding.. here is what i did,-1
i've read 20 links,-1
"and ""man mount""",-1
and not a link please,-1
"/etc/fstab will let you say ""mount /mount/point""",-1
"well, possibly",-1
"could someone give me the commands to ""mount /dev/sda*/ /mnt/mymount/"" at start up?  i think it gets put in fstab file but not sure?",-1
"i hate to say it, ""man fstab""",-1
"/etc/fstab isn't difficult.  it's basically a table, with tab-separated fields.",-1
"so, sudo gedit /etc/fstab/",-1
ask for something specific.. people can help more,-1
"anyone:  looking for link for ""how to"" videos in ubuntu linux.  ideas?  i saw a bunch were posted but forgot where",-1
does anyone have link to how-to videos on ubuntu.com or the like?,-1
i can sit here an watch the ports change too,-1
it goes on/off/on/off,-1
i get tons of links each time i ask then try.  links aint helping me duffydack ke1ha yankdownunder,-1
i'm being specific.,-1
be more helpful to specify a certain aspect,-1
i'm having issues setting up samba.  reading there is too much in too many different directions.  so a video might help,-1
drive not mounted for folders and i don't even see a printer to get an error sometimes,-1
though i agree with your assessment of the guy with the http error. :),-1
"hehe, i just answered that with grep /etc/apt/sources.d/ seems to be ok...",-1
"everything seems to be ok. it's bitching about 'http' error, i can't understand why it isn't bitching with dns name. that 'http' gets me feeling that something else is fucked up",-1
"no, (with all respect) i think you're confusing the questions.  this guy is talking about a random hangup where the control prompt freezes when he's in the shell.  (or at least that's what i thought he said.)",-1
dns ect are working perfectly,-1
same problem with that one also,-1
"i just started getting mediabuntu errors too.  i wonder if their server is down, or the main server, or...etc?  (but it's not just you.)",-1
grep through your /etc/apt/sources.d/* and see hwo that particular item is written  -- maybe there's a typo,-1
"hi, i get this error when using apt-get or aptitude: w: failed to fetch http://packages.medibuntu.org/dists/hardy/release.gpg  could not resolve 'http'",-1
but doesn't that mean they also won't be updated to newer versions?,-1
"""="": hold a package in its current version to prevent upgrades.",-1
"i mean "":"" that works, if you want them to be upgraded....",-1
thanks. i'll give it a try,-1
yes they wont,-1
"then: "":"":          keep a package at its current version.  unlike hold, this                                                                                                                                       ▒ will not prevent future upgrades.",-1
"use help to see options, really easy",-1
"ah, but i do want them to update to newer versions when available. i want aptitude to stop trying to remove them",-1
open aptitude and mark then on hold / halt,-1
"hi all. i have an aptitude question. when i run aptitude, it wants to remove a bunch of packages marked as {u}. i assume that aptitude thinks they are unused. but i want to keep them. how do i tell aptitude to stop thinking of these packages as automatically installed dependencies?",-1
is you hdd an ssd?,-1
what changed on the system to start this?,-1
"and that error comes when i open synaptic or aptitude, it doenst let me do update or nothing",-1
there's a bug in debian for it. you could try booting to livecd to run an fsck. let me get the bug,-1
this is the excat error: e: unable to seek to 18446744071846088703,-1
that cmd gives same error,-1
https://bugs.launchpad.net/debian/+source/apt/+bug/24626,-1
i'd definately fsck,-1
chmod +x install,-1
"i know the command syntax works, i use it all the time.",-1
sudo ./install,-1
magic_al: should be enough to cd / && sudo bash /path/to/install,-1
are you certain that install is in that director?,-1
sudo chmod +x install,-1
and you are correct. im still microsoft conditioned. its gonna take some time...,-1
"no i want to learn how the files work and the terminal. im more interested in learing about linux without the desktop, catch my drift",-1
"there's some gnome facility for starting things with the desktop, i forget the details, but i expect that's where you want to start the gmail notifier from...",-1
"i applaud your efforts to learn the cli, you don't really know linux until you're comfortable with it, but on this occasion, it's appropriate to use the gui, since it's unclear what the alternative should be. gnome doesn't always document where it puts things...",-1
"yes, they kind of the same idea...",-1
what bastid_razor said...,-1
"yea sure. what i mean is i just want to learn my way around doing things in the terminal, and if it has a terminal way of doing it which they all do i assume i want to learn that way.",-1
"i'm not sure you want to start the gmail notifier at boot, but rather, only after your desktop comes up...",-1
gmail notifier is a gui programs. horses for courses...,-1
is a link like a shortcut,-1
"yeah, i only found out about this approximately 3 weeks ago and have tried it several times and i like it.",-1
huh? does vlc capture video??,-1
no problem. have fun!,-1
i suggest vlc,-1
"yep, record from screen or webcams",-1
"wow, how come i didnt know..",-1
hi people! can anyone suggest any video-capturing/recording soft for ubuntu?,-1
swell! thanks,-1
whas there somethin wrong in documentation?,-1
"it is pci, btw.",-1
and your system sees the hardware in lsusb/lspci ?,-1
and in hardware drivers are some drivers to activate?,-1
!wlan | saurabh,-1
"it is odd, but i'm not complaining as long as it works.",-1
"there were before i had update manager run, but currently, with my system updated, it only has a driver listed for my graphics card.",-1
i would just like to mention that online documentation did not help me when i was trying to get my wireless to work. i ended up just having to move my tower to a hard connection where the update managed to get whatever was needed. it started working as soon as it got all of the needed updates.,-1
"no, it was that none of the suggested worked. i honestly have no idea why.",-1
"when i run fdisk -l, they show as different devices. gparted manipulates them individually. however ""dmsetup ls"" shows a device as existing.",-1
it was /dev/dm-0. i just figured it out and used mkfs.ext4 on it. thank you for your help.,-1
